gender,age,Salary,Rent,Groceries,Utilities,Transportation,Healthcare,Entertainment,Savings,Others,Investment_Recommendation
Male,25,281779,35753,41963,20394,18477,34619,50829,10704,69040,Focus on balancing investments between Gold and Fixed Deposits for stability.
Male,29,622399,81148,68915,33562,50592,62594,100668,23732,201188,Consider increasing investment in Mutual Funds or Equity Market.
Male,21,521056,53090,71345,30957,33000,26788,82083,41949,181844,Consider increasing investment in Mutual Funds or Equity Market.
Female,34,334053,41491,49339,19448,20933,45689,57233,12668,87252,Diversify into more Fixed Deposits or Government Bonds.
Female,24,948155,160505,97244,89629,87304,55543,180084,54490,223356,Consider increasing investment in Mutual Funds or Equity Market.
Female,28,683723,102016,87795,57426,43305,78605,118792,27518,168266,Consider increasing investment in Mutual Funds or Equity Market.
Female,27,681470,129670,95334,65919,62581,36923,122887,28547,139609,Evaluate risk tolerance and consider shifting some funds to Equity Market or Mutual Funds for higher returns.
Female,26,205353,34188,23328,14638,10668,12200,36558,11674,62099,Consider increasing investment in Mutual Funds or Equity Market.
Male,22,209459,25161,25640,15417,10592,13458,37957,16188,65046,Diversify into more Fixed Deposits or Government Bonds.
Male,30,907367,149751,96191,82636,64947,52963,163318,36542,261019,Consider increasing investment in Mutual Funds or Equity Market.
Female,24,775925,109932,89941,63737,55519,46864,124756,42789,242387,Focus on balancing investments between Gold and Fixed Deposits for stability.
Male,27,561733,100504,56447,45288,31341,62018,107763,19456,138916,Evaluate risk tolerance and consider shifting some funds to Equity Market or Mutual Funds for higher returns.
Male,29,935996,139980,129825,55017,53940,131512,172909,43903,208910,Consider increasing investment in Mutual Funds or Equity Market.
Male,31,73704,13591,9358,5485,5735,8970,12496,1979,16090,Consider increasing investment in Mutual Funds or Equity Market.
Male,26,766219,87012,113933,40292,65574,110618,119885,39423,189482,Consider increasing investment in Mutual Funds or Equity Market.
Male,31,200846,26159,22464,18605,19174,17013,36480,7167,53784,Consider increasing investment in Mutual Funds or Equity Market.
Female,32,658016,117769,94795,43385,54384,90570,99208,29303,128602,Consider increasing investment in Mutual Funds or Equity Market.
Male,29,657352,103343,79343,50045,59953,80337,115078,25179,144074,Consider increasing investment in Mutual Funds or Equity Market.
Male,31,552211,104879,61636,30253,46348,66387,98525,18204,125979,Consider increasing investment in Mutual Funds or Equity Market.
Male,30,827526,107243,108284,52670,62049,68856,145249,34813,248362,Evaluate risk tolerance and consider shifting some funds to Equity Market or Mutual Funds for higher returns.
Female,21,450233,53941,61547,31195,27747,61161,76578,15406,122658,Diversify into more Fixed Deposits or Government Bonds.
Male,31,472147,80645,53824,36951,38331,69055,75333,15154,102854,Consider increasing investment in Mutual Funds or Equity Market.
Male,26,283970,54869,38596,20578,24631,25937,48418,8204,62737,Consider increasing investment in Mutual Funds or Equity Market.
Male,31,128219,19516,14506,10473,8966,17357,24178,3814,29409,Consider increasing investment in Mutual Funds or Equity Market.
Male,21,215991,34366,29307,16355,12030,21669,37074,8643,56547,Consider increasing investment in Mutual Funds or Equity Market.
Male,31,665280,105283,77335,41100,57743,47459,126579,41519,168262,Consider increasing investment in Mutual Funds or Equity Market.
Female,34,787891,113554,110793,46027,70804,115226,138552,24227,168708,Diversify into more Fixed Deposits or Government Bonds.
Male,30,613242,71187,89430,40614,45901,57242,105331,35930,167607,Evaluate risk tolerance and consider shifting some funds to Equity Market or Mutual Funds for higher returns.
Female,21,705838,136591,93057,69071,42013,75097,130069,27429,132511,Diversify into more Fixed Deposits or Government Bonds.
Male,31,131712,23127,15365,12395,7453,10254,22844,6412,33862,Consider increasing investment in Mutual Funds or Equity Market.
Female,26,939731,121722,136629,68217,51701,123955,186323,33818,217366,Consider increasing investment in Mutual Funds or Equity Market.
Male,27,230438,35825,29762,20758,13271,30908,42880,5903,51131,Consider increasing investment in Mutual Funds or Equity Market.
Male,25,328129,51415,33273,24551,26241,37239,64426,11801,79183,Focus on balancing investments between Gold and Fixed Deposits for stability.
Female,24,883724,163009,108354,73656,79886,108171,167709,29930,153009,Focus on balancing investments between Gold and Fixed Deposits for stability.
Female,31,945563,170275,137533,90037,62780,139184,144561,32521,168672,Consider increasing investment in Mutual Funds or Equity Market.
Male,29,922009,137861,102826,70771,49141,97153,177693,32696,253868,Consider increasing investment in Mutual Funds or Equity Market.
Male,27,201485,26704,26507,13694,14255,16894,35085,9385,58961,Consider increasing investment in Mutual Funds or Equity Market.
Male,29,90441,10349,9943,4880,6637,12168,13976,5389,27099,Consider increasing investment in Mutual Funds or Equity Market.
Female,35,915172,129975,131390,62383,77535,82284,162075,47840,221690,Consider increasing investment in Mutual Funds or Equity Market.
Male,30,251929,49576,26892,19261,14263,13365,47211,16136,65225,Consider increasing investment in Mutual Funds or Equity Market.
Male,30,191165,30499,19809,10148,12565,16839,28712,13377,59216,Consider increasing investment in Mutual Funds or Equity Market.
Male,27,270321,39699,40490,25466,20285,30467,44800,9008,60106,Consider increasing investment in Mutual Funds or Equity Market.
Male,29,95235,10764,12121,5151,6890,7826,18050,4757,29676,Consider increasing investment in Mutual Funds or Equity Market.
Male,26,751906,142975,82316,72579,59900,46636,131664,27366,188470,Consider increasing investment in Mutual Funds or Equity Market.
Male,27,912372,159577,120949,48481,64666,126558,155460,41268,195413,Consider increasing investment in Mutual Funds or Equity Market.
Female,28,65037,7241,9323,4886,6333,6746,12257,3599,14652,Consider increasing investment in Mutual Funds or Equity Market.
Female,25,479001,82836,61726,32733,24969,44669,81729,27408,122931,Consider increasing investment in Mutual Funds or Equity Market.
Male,27,237103,28198,32514,12300,22363,27692,40574,9297,64165,Evaluate risk tolerance and consider shifting some funds to Equity Market or Mutual Funds for higher returns.
Female,34,519127,61485,67114,36605,45243,73029,85543,24766,125342,Diversify into more Fixed Deposits or Government Bonds.
Male,30,928004,132029,94783,74956,63276,47674,161114,38664,315508,Evaluate risk tolerance and consider shifting some funds to Equity Market or Mutual Funds for higher returns.
Male,27,571849,93107,72239,42899,55380,78940,106190,19419,103675,Consider increasing investment in Mutual Funds or Equity Market.
Male,27,136478,17092,13704,7640,9010,9509,24361,8467,46695,Consider increasing investment in Mutual Funds or Equity Market.
Female,35,813156,113012,113864,70385,68626,81533,123740,34558,207438,Consider increasing investment in Mutual Funds or Equity Market.
Male,29,339025,50826,41494,17027,28011,25678,51611,18700,105678,Consider increasing investment in Mutual Funds or Equity Market.
Male,31,510034,97954,51754,25852,40490,53196,76906,18077,145805,Consider increasing investment in Mutual Funds or Equity Market.
Female,31,593918,109067,72833,33390,34326,66009,98848,18406,161039,Consider increasing investment in Mutual Funds or Equity Market.
Male,27,679885,111230,69088,37743,39391,43736,127872,27426,223399,Consider increasing investment in Mutual Funds or Equity Market.
Male,21,942519,108262,115318,53728,82326,93097,182832,31866,275090,Consider increasing investment in Mutual Funds or Equity Market.
Male,25,523267,97076,56351,50381,34694,52891,79110,26415,126349,Focus on balancing investments between Gold and Fixed Deposits for stability.
Male,29,427177,51850,62296,35494,27417,32504,67718,27010,122888,Consider increasing investment in Mutual Funds or Equity Market.
Male,25,259898,37386,29589,25377,23420,28233,49412,7447,59034,Consider increasing investment in Mutual Funds or Equity Market.
Male,31,823831,137758,95735,69511,80804,105480,146871,32759,154913,Consider increasing investment in Mutual Funds or Equity Market.
Male,21,487546,71588,55579,25368,40886,31329,84330,29746,148720,Consider increasing investment in Mutual Funds or Equity Market.
Male,31,909270,171970,118631,55362,67016,106168,145270,42413,202440,Consider increasing investment in Mutual Funds or Equity Market.
Male,30,216108,38118,27257,20085,13234,22426,42078,9017,43893,Consider increasing investment in Mutual Funds or Equity Market.
Female,32,419119,75730,46566,32959,27747,48572,73820,18486,95239,Consider increasing investment in Mutual Funds or Equity Market.
Male,21,387010,62605,52951,34809,20548,56054,65916,11014,83113,Consider increasing investment in Mutual Funds or Equity Market.
Male,31,743610,142920,103510,52809,59486,54001,126902,28577,175405,Consider increasing investment in Mutual Funds or Equity Market.
Male,31,571027,100160,69429,50104,51109,50571,98218,23029,128407,Consider increasing investment in Mutual Funds or Equity Market.
Male,30,419398,42087,46030,38734,36927,24206,76223,15841,139350,Consider increasing investment in Mutual Funds or Equity Market.
Male,30,831886,127628,89905,77093,67167,46917,151455,51415,220306,Consider increasing investment in Mutual Funds or Equity Market.
Male,26,862512,149534,91219,71808,69463,97580,163669,28598,190641,Consider increasing investment in Mutual Funds or Equity Market.
Female,28,380956,51637,41940,27756,26854,22252,61765,16659,132093,Consider increasing investment in Mutual Funds or Equity Market.
Male,35,902543,140301,98705,59821,81998,96739,158829,51749,214401,Consider increasing investment in Mutual Funds or Equity Market.
Male,27,189018,27169,27253,14912,13282,15992,36890,8377,45143,Consider increasing investment in Mutual Funds or Equity Market.
Male,26,565960,70842,71296,35366,35108,35607,104400,37997,175344,Consider increasing investment in Mutual Funds or Equity Market.
Female,21,654560,86638,78851,58684,33262,54514,108251,36172,198188,Diversify into more Fixed Deposits or Government Bonds.
Male,31,63466,12026,6475,5848,4941,6903,12557,1660,13056,Consider increasing investment in Mutual Funds or Equity Market.
Male,29,80427,10268,8968,5907,6353,9875,12277,3819,22960,Consider increasing investment in Mutual Funds or Equity Market.
Female,21,836077,160884,102946,75984,46485,66023,156154,36902,190699,Diversify into more Fixed Deposits or Government Bonds.
Male,27,842663,121609,112450,74616,79948,79240,153475,30575,190750,Consider increasing investment in Mutual Funds or Equity Market.
Female,24,916670,176647,113698,64649,88893,46013,152716,50377,223677,Focus on balancing investments between Gold and Fixed Deposits for stability.
Male,27,622694,90381,73116,49436,43734,51653,101685,27927,184762,Consider increasing investment in Mutual Funds or Equity Market.
Female,24,100621,19361,14890,5528,8731,11650,18268,2292,19901,Diversify into more Fixed Deposits or Government Bonds.
Female,26,763733,97258,104864,57120,39099,78398,146935,45093,194966,Consider increasing investment in Mutual Funds or Equity Market.
Female,23,524286,99542,66252,38456,32620,71622,99611,21652,94531,Evaluate risk tolerance and consider shifting some funds to Equity Market or Mutual Funds for higher returns.
Male,31,303215,37172,31806,25750,29005,42953,53497,13635,69397,Consider increasing investment in Mutual Funds or Equity Market.
Female,34,893705,99387,101672,68715,84043,87953,160541,30758,260636,Evaluate risk tolerance and consider shifting some funds to Equity Market or Mutual Funds for higher returns.
Female,24,885510,173972,110353,51372,59284,89729,138959,31333,230508,Diversify into more Fixed Deposits or Government Bonds.
Male,27,302997,58051,43519,17003,19377,34408,49385,8142,73112,Consider increasing investment in Mutual Funds or Equity Market.
Female,34,474290,80687,52008,31421,30448,30941,74361,19970,154454,Diversify into more Fixed Deposits or Government Bonds.
Male,27,350183,68898,47745,33969,27516,29101,55398,12988,74568,Consider increasing investment in Mutual Funds or Equity Market.
Female,31,753929,112592,104701,57617,45042,99081,118665,33060,183171,Consider increasing investment in Mutual Funds or Equity Market.
